1,0,0,1,0,0,1799.9873000000002,270
2,1,0,0,0,0,0,225
3,1,0,0,0,0,0,0
4,0,1,0,1,0,169.98379999999997,0
5,0,1,0,1,0,171.95010000000002,180
6,1,0,0,0,0,0,45
7,0,1,0,1,0,176.0051000000003,225
8,0,1,0,1,0,199.96669999999722,45
9,0,1,0,1,0,146.02230000000054,0
10,1,0,0,0,0,0,90
11,1,0,0,0,0,0,135
12,0,0,0,1,0,159.98980000000302,180
13,0,0,0,1,0,203.98059999999896,135
14,1,0,0,0,0,0,90
15,1,0,0,0,0,0,270
16,0,1,0,1,0,209.96089999999822,270
17,0,1,0,1,0,224.0103999999992,90
18,0,1,0,1,0,177.9713999999949,0
19,0,1,0,1,0,166.01090000000113,0
20,0,1,0,1,0,163.96280000000115,0
21,0,1,0,1,0,173.95709999999963,135
22,1,0,0,0,0,0,0
23,1,0,0,0,0,0,135
24,0,1,0,1,0,179.97819999999774,180
25,0,1,0,1,0,101.99020000000019,90
26,1,0,0,0,0,0,270
27,1,0,0,0,0,0,270
28,0,1,0,1,0,207.95390000000043,90
29,0,1,0,1,0,156.01650000000518,180
30,1,0,0,0,0,0,180
31,1,0,0,0,0,0,180
32,1,0,0,0,0,0,270
33,0,1,0,1,0,197.95969999999943,90
34,0,1,0,1,0,143.97430000000168,315
35,1,0,0,0,0,0,180
36,0,1,0,1,0,189.9725999999937,270
37,0,1,0,1,0,195.99340000000666,135
38,0,1,0,1,0,169.90209999999206,225
39,1,0,0,0,0,0,225
40,1,0,0,0,0,0,135
41,0,1,0,1,0,198.0005999999994,315
42,1,0,0,0,0,0,225
43,1,0,0,0,0,0,180
44,0,1,0,1,0,191.97969999999623,315
45,0,1,0,1,0,233.96339999999327,180
46,1,0,0,0,0,0,135
47,0,1,0,1,0,155.93459999999322,180
48,1,0,0,0,0,0,180
49,1,0,0,0,0,0,135
50,1,0,0,0,0,0,180
51,1,0,0,0,0,0,180
52,0,0,0,1,0,213.97500000000582,0
53,1,0,0,0,0,0,135
54,0,1,0,1,0,165.96989999999641,180
55,0,1,0,1,0,190.01340000001073,45
56,1,0,0,0,0,0,0
57,0,1,0,1,0,142.00829999998678,0
58,0,1,0,1,0,168.01810000000114,90
59,0,1,0,1,0,189.97239999999874,270
60,1,0,0,0,0,0,180
61,0,1,0,1,0,179.97810000000754,315
62,0,1,0,1,0,183.99210000000312,225
63,0,0,0,1,0,237.9774999999936,315
64,0,1,0,1,0,170.02520000000368,90
65,1,0,0,0,0,0,315
66,1,0,0,0,0,0,135
67,0,1,0,1,0,165.9701000000059,135
68,1,0,0,0,0,0,270
69,1,0,0,0,0,0,315
70,1,0,0,0,0,0,225
71,1,0,0,0,0,0,225
72,0,1,0,1,0,225.9762999999948,135
73,0,1,0,1,0,183.99240000000282,45
74,1,0,0,0,0,0,0
75,1,0,0,0,0,0,225
76,0,0,0,1,0,185.9994000000006,270
77,0,1,0,1,0,197.95960000000196,90
78,1,0,0,0,0,0,225
79,1,0,0,0,0,0,270
80,1,0,0,0,0,0,135
81,1,0,0,0,0,0,0
82,1,0,0,0,0,0,225
83,1,0,0,0,0,0,90
84,1,0,0,0,0,0,0
85,1,0,0,0,0,0,45
86,1,0,0,0,0,0,225
87,1,0,0,0,0,0,180
88,1,0,0,0,0,0,315
89,1,0,0,0,0,0,180
90,1,0,0,0,0,0,0
91,0,1,0,1,0,167.97690000000875,270
92,1,0,0,0,0,0,0
93,1,0,0,0,0,0,0
94,1,0,0,0,0,0,180
95,1,0,0,0,0,0,45
96,1,0,0,0,0,0,315
97,1,0,0,0,0,0,315
98,1,0,0,0,0,0,0
99,1,0,0,0,0,0,0
100,1,0,0,0,0,0,315
101,1,0,0,0,0,0,0
102,1,0,0,0,0,0,270
103,1,0,0,0,0,0,270
104,1,0,0,0,0,0,225
105,1,0,0,0,0,0,135
106,1,0,0,0,0,0,270
107,0,1,0,1,0,193.98639999999432,315
108,1,0,0,0,0,0,315
109,1,0,0,0,0,0,90
110,1,0,0,0,0,0,225
111,1,0,0,0,0,0,270
112,0,0,0,1,0,212.00890000001527,225
113,0,1,0,1,0,224.01030000002356,45
114,1,0,0,0,0,0,225
115,1,0,0,0,0,0,270
116,0,0,0,1,0,231.99729999998817,90
117,0,1,0,1,0,166.0108000000182,180
118,0,1,0,1,0,171.95019999999204,180
119,0,1,0,1,0,186.04039999999804,45
120,1,0,0,0,0,0,90
121,1,0,0,0,0,0,180
122,0,0,0,1,0,195.99340000000666,270
123,1,0,0,0,0,0,225
124,0,1,0,1,0,222.00320000000647,45
125,1,0,0,0,0,0,90
126,1,0,0,0,0,0,0
127,1,0,0,0,0,0,315
128,0,1,0,1,0,181.98509999999078,0
129,0,1,0,1,0,176.0050999999803,90
130,1,0,0,0,0,0,90
131,0,1,0,1,0,143.97430000000168,315
132,1,0,0,0,0,0,180
133,1,0,0,0,0,0,90
134,0,1,0,1,0,167.9360999999917,225
135,1,0,0,0,0,0,180
136,1,0,0,0,0,0,270
137,1,0,0,0,0,0,225
138,1,0,0,0,0,0,315
139,0,0,0,1,0,199.96669999998994,0
140,0,1,0,1,0,217.9890000000014,315
141,0,1,0,1,0,185.95840000000317,225
142,1,0,0,0,0,0,0
143,0,1,0,1,0,167.97709999998915,315
144,0,1,0,1,0,181.98539999997593,225
145,0,1,0,1,0,185.95829999999842,135
146,1,0,0,0,0,0,135
147,1,0,0,0,0,0,315
148,1,0,0,0,0,0,0
149,1,0,0,0,0,0,0
150,1,0,0,0,0,0,90
151,0,1,0,1,0,173.99809999999707,270
152,1,0,0,0,0,0,315
153,1,0,0,0,0,0,135
154,0,1,0,1,0,198.00070000000414,0
155,1,0,0,0,0,0,0
156,0,1,0,1,0,203.98099999999977,180
157,1,0,0,0,0,0,0
158,1,0,0,0,0,0,315
159,1,0,0,0,0,0,270
160,1,0,0,0,0,0,315
161,1,0,0,0,0,0,315
162,1,0,0,0,0,0,315
163,1,0,0,0,0,0,315
164,1,0,0,0,0,0,0
165,1,0,0,0,0,0,90
166,1,0,0,0,0,0,45
167,1,0,0,0,0,0,135
168,1,0,0,0,0,0,270
169,1,0,0,0,0,0,135
170,1,0,0,0,0,0,270
171,0,0,1,0,0,177.9711000000243,315
172,0,1,0,1,0,166.0107999999891,90
173,0,1,0,1,0,154.00960000001942,45
174,0,1,0,1,0,132.01410000000033,270
175,0,0,0,1,0,207.95389999999315,45
176,0,1,0,1,0,181.98540000000503,135
177,1,0,0,0,0,0,225
178,1,0,0,0,0,0,135
179,0,1,0,1,0,167.97709999998915,0
180,1,0,0,0,0,0,225
181,1,0,0,0,0,0,90
182,0,1,0,1,0,155.97560000000522,45
183,1,0,0,0,0,0,270
184,0,1,0,1,0,211.96820000000298,225
185,1,0,0,0,0,0,0
186,1,0,0,0,0,0,135
187,0,1,0,1,0,168.0180999999866,135
188,1,0,0,0,0,0,315
189,1,0,0,0,0,0,135
190,1,0,0,0,0,0,225
191,0,1,0,1,0,166.0107999999891,270
192,1,0,0,0,0,0,225
193,1,0,0,0,0,0,90
194,1,0,0,0,0,0,225
195,0,1,0,1,0,185.9994000000006,0
196,1,0,0,0,0,0,45
197,1,0,0,0,0,0,135
198,1,0,0,0,0,0,270
199,0,1,0,1,0,196.07540000000154,90
200,1,0,0,0,0,0,315
201,1,0,0,0,0,0,0
202,1,0,0,0,0,0,225
203,1,0,0,0,0,0,225
204,0,1,0,1,0,200.00769999998738,90
205,1,0,0,0,0,0,135
206,1,0,0,0,0,0,0
207,1,0,0,0,0,0,90
208,1,0,0,0,0,0,0
209,1,0,0,0,0,0,315
210,1,0,0,0,0,0,315
211,1,0,0,0,0,0,90
212,0,0,0,1,0,173.95709999999963,315
213,1,0,0,0,0,0,45
214,0,1,0,1,0,173.95709999999963,45
215,0,1,0,1,0,163.96279999997932,135
216,1,0,0,0,0,0,180
217,1,0,0,0,0,0,225
218,0,1,0,1,0,161.99660000001313,0
219,1,0,0,0,0,0,135
220,1,0,0,0,0,0,0
221,1,0,0,0,0,0,0
222,1,0,0,0,0,0,180
223,0,1,0,1,0,196.0344000000041,225
224,1,0,0,0,0,0,270
225,1,0,0,0,0,0,180
226,1,0,0,0,0,0,90
227,0,0,0,1,0,201.97390000004089,180
228,0,1,0,1,0,185.95829999999842,180
229,0,0,0,1,0,183.99239999998827,225
230,0,0,0,1,0,193.98639999999432,135
231,1,0,0,0,0,0,180
232,0,0,0,1,0,202.01459999999497,90
233,1,0,0,0,0,0,90
234,0,1,0,1,0,195.95240000000922,315
235,1,0,0,0,0,0,45
236,0,1,0,1,0,169.9841000000015,90
237,0,1,0,1,0,157.98259999998845,45
238,1,0,0,0,0,0,0
239,0,1,0,1,0,173.99809999996796,90
240,0,1,0,1,0,183.99240000004647,90
241,1,0,0,0,0,0,180
242,0,1,0,1,0,175.92309999995632,0
243,1,0,0,0,0,0,90
244,1,0,0,0,0,0,315
245,1,0,0,0,0,0,90
246,0,1,0,1,0,191.97940000001108,45
247,0,1,0,1,0,181.98519999999553,315
248,0,1,0,1,0,204.02169999998296,180
249,0,1,0,1,0,197.9599000000162,180
250,1,0,0,0,0,0,270
251,1,0,0,0,0,0,270
252,1,0,0,0,0,0,225
253,1,0,0,0,0,0,180
254,1,0,0,0,0,0,225
255,1,0,0,0,0,0,135
256,1,0,0,0,0,0,45
257,0,1,0,1,0,189.97259999997914,315
258,0,1,0,1,0,205.98789999994915,135
259,0,1,0,1,0,156.0164999999688,135
260,1,0,0,0,0,0,0
261,1,0,0,0,0,0,45
262,0,1,0,1,0,185.95840000000317,225
263,0,1,0,1,0,190.01339999999618,0
264,0,0,0,1,0,203.98090000002412,270
265,0,1,0,1,0,229.9902000000002,135
266,0,1,0,1,0,185.95840000000317,225
267,0,1,0,1,0,167.97690000000875,45
268,1,0,0,0,0,0,0
269,1,0,0,0,0,0,315
270,0,1,0,1,0,187.9653999999864,270
271,0,1,0,1,0,205.98790000000736,45
272,1,0,0,0,0,0,0
273,1,0,0,0,0,0,315
274,0,1,0,1,0,194.02759999997215,45
275,0,1,0,1,0,171.9501000000164,180
276,1,0,0,0,0,0,90
277,1,0,0,0,0,0,180
278,1,0,0,0,0,0,135
279,0,1,0,1,0,72.00760000001173,270
280,0,0,1,0,0,63.97940000001108,90
281,0,1,0,1,0,185.9994000000297,0
282,0,1,0,1,0,181.98540000000503,270
283,0,1,0,1,0,207.954000000027,0
284,0,1,0,1,0,200.00770000001648,0
285,0,1,0,1,0,173.99809999996796,45
286,0,1,0,1,0,167.97690000000875,90
287,0,1,0,1,0,193.98639999999432,135
288,1,0,0,0,0,0,270
289,1,0,0,0,0,0,315
290,1,0,0,0,0,0,270
291,1,0,0,0,0,0,315
292,1,0,0,0,0,0,135
293,0,1,0,1,0,189.9726999999839,315
294,0,1,0,1,0,179.97829999995884,225
295,1,0,0,0,0,0,315
296,1,0,0,0,0,0,135
297,1,0,0,0,0,0,270
298,1,0,0,0,0,0,315
299,1,0,0,0,0,0,45
300,1,0,0,0,0,0,90
301,1,0,0,0,0,0,180
302,1,0,0,0,0,0,90
303,0,1,0,1,0,145.9812999999849,45
304,0,1,0,1,0,38.0107999999891,135
305,1,0,0,0,0,0,90
306,1,0,0,0,0,0,45
307,1,0,0,0,0,0,90
308,1,0,0,0,0,0,135
309,1,0,0,0,0,0,0
310,1,0,0,0,0,0,225
311,1,0,0,0,0,0,0
312,1,0,0,0,0,0,225
313,1,0,0,0,0,0,0
314,1,0,0,0,0,0,90
315,1,0,0,0,0,0,180
316,1,0,0,0,0,0,0
317,0,1,0,1,0,182.02610000001732,180
318,0,1,0,1,0,201.97370000003139,135
319,1,0,0,0,0,0,135
320,0,1,0,1,0,195.9936999999918,45
321,0,1,0,1,0,171.99109999998473,180
322,1,0,0,0,0,0,45
323,1,0,0,0,0,0,0
324,0,0,0,1,0,189.97259999997914,0
325,1,0,0,0,0,0,135
326,0,1,0,1,0,188.00640000001295,90
327,0,1,0,1,0,153.96860000002198,45
328,1,0,0,0,0,0,315
329,1,0,0,0,0,0,45
330,1,0,0,0,0,0,270
331,0,0,1,0,0,198.00049999996554,270
332,1,0,0,0,0,0,90
333,0,1,0,1,0,199.96669999998994,315
334,1,0,0,0,0,0,270
335,0,1,0,1,0,205.98789999994915,180
336,1,0,0,0,0,0,225
337,1,0,0,0,0,0,225
338,1,0,0,0,0,0,90
339,1,0,0,0,0,0,0
340,1,0,0,0,0,0,225
341,1,0,0,0,0,0,0
342,1,0,0,0,0,0,0
343,1,0,0,0,0,0,225
344,1,0,0,0,0,0,135
345,1,0,0,0,0,0,270
346,1,0,0,0,0,0,270
347,1,0,0,0,0,0,0
348,1,0,0,0,0,0,90
349,1,0,0,0,0,0,45
350,0,1,0,1,0,166.01089999999385,90
351,1,0,0,0,0,0,90
352,1,0,0,0,0,0,0
353,1,0,0,0,0,0,315
354,1,0,0,0,0,0,45
355,1,0,0,0,0,0,90
356,1,0,0,0,0,0,90
357,1,0,0,0,0,0,135
358,1,0,0,0,0,0,45
359,0,1,0,1,0,199.96669999998994,45
360,1,0,0,0,0,0,225
361,1,0,0,0,0,0,225
362,1,0,0,0,0,0,315
363,1,0,0,0,0,0,0
364,0,1,0,1,0,169.9839000000502,180
365,1,0,0,0,0,0,270
366,1,0,0,0,0,0,135
367,0,0,1,0,0,142.00829999998678,90
368,1,0,0,0,0,0,270
369,0,1,0,1,0,161.99660000001313,315
370,0,1,0,1,0,171.99109999998473,180
371,1,0,0,0,0,0,225
372,0,1,0,1,0,191.97940000001108,180
373,1,0,0,0,0,0,315
374,0,1,0,1,0,193.8228999999701,135
375,0,1,0,1,0,183.99240000004647,180
376,1,0,0,0,0,0,270
377,1,0,0,0,0,0,315
378,1,0,0,0,0,0,90
379,1,0,0,0,0,0,45
380,0,1,0,1,0,191.97970000002533,90
381,1,0,0,0,0,0,225
382,1,0,0,0,0,0,0
383,1,0,0,0,0,0,135
384,1,0,0,0,0,0,180
385,0,1,0,1,0,205.90590000001248,45
386,1,0,0,0,0,0,315
387,1,0,0,0,0,0,180
388,1,0,0,0,0,0,270
389,0,0,1,0,0,237.97749999997905,315
390,1,0,0,0,0,0,180
391,0,0,0,1,0,195.95269999996526,315
392,1,0,0,0,0,0,135
393,1,0,0,0,0,0,180
394,0,1,0,1,0,187.9653999999864,180
395,0,0,0,1,0,191.97939999995288,225
396,0,1,0,1,0,217.9892000000109,225
397,0,1,0,1,0,229.99040000000969,225
398,0,1,0,1,0,215.9819000000134,315
399,0,1,0,1,0,183.95140000001993,270
400,0,1,0,1,0,185.95840000000317,0
401,0,1,0,1,0,171.99090000003343,135
402,1,0,0,0,0,0,315
