1507, 3258.4908
1500, 3258.6548
23, 3258.7776
2, 3258.9414
8, 3259.0644
0, 3259.1872
2, 3260.4160
0, 3260.5388
1666, 3278.8889
2301, 3279.0117
0, 3279.1348
2660, 4024.4429
0, 4024.5657
2651, 4892.4673
0, 4892.5900
2300, 4894.4743
0, 4894.5971
2001, 6898.6061
776, 6898.7699
1667, 6898.8929
2998, 6899.0567
3999, 6899.1795
0, 6899.3433
4001, 6900.4903
4052, 6900.6131
4060, 6900.7769
4108, 6900.8999
4152, 6901.0227
0, 6901.1457
4201, 6902.4563
4258, 6902.5793
4300, 6902.7431
4350, 6902.8659
4400, 6903.0297
0, 6903.1527
5135, 6904.4633
5680, 6904.6271
3800, 6904.7501
4650, 6904.9139
4663, 6905.0367
0, 6905.1597
4673, 6906.4703
4700, 6906.5933
4800, 6906.7571
4901, 6906.9209
6000, 6907.0439
0, 6907.1667
3003, 6908.4775
3200, 6908.6003
5000, 6908.7641
11000, 6908.8871
3100, 6909.0509
0, 6909.1737
3600, 6910.4435
3100, 6910.6073
3030, 6910.7301
4500, 6910.8942
4000, 6911.0169
0, 6911.1397
4500, 6912.4916
4000, 6912.6554
4690, 6912.7781
4790, 6912.9422
2999, 6913.0650
0, 6913.1877
1666, 12034.7853
2301, 12034.9491
0, 12035.0721
2660, 12606.4231
0, 12606.5459
2651, 13366.4768
0, 13366.5998
2300, 13368.4428
0, 13368.5658
2810, 13564.4364
0, 13564.5595
888, 13568.4505
0, 13568.5735
2600, 13670.4409
0, 13670.5639
2001, 13672.4889
777, 13672.6527
0, 13672.7757
2727, 14272.6350
1667, 14272.7578
2998, 14272.9216
3999, 14273.0446
4001, 14273.1674
0, 14273.3312
4052, 14274.4372
4060, 14274.6010
4108, 14274.7238
4152, 14274.8468
4201, 14275.0106
0, 14275.1334
4258, 14276.4442
4300, 14276.5670
4350, 14276.7308
4400, 14276.8948
5180, 14277.0176
0, 14277.1404
5725, 14278.4512
3800, 14278.5740
4650, 14278.7380
4663, 14278.8608
4673, 14279.0246
0, 14279.1476
4700, 14280.4582
4800, 14280.5812
4901, 14280.7450
6000, 14280.8678
3007, 14281.0316
0, 14281.1546
3200, 14282.4242
5000, 14282.5882
11000, 14282.7110
3100, 14282.8748
3600, 14282.9978
0, 14283.1616
3100, 14284.4315
3030, 14284.5953
4500, 14284.7180
4000, 14284.8411
4500, 14285.0049
0, 14285.1276
4000, 14286.4385
4690, 14286.5613
4790, 14286.7250
2999, 14286.8481
0, 14287.0119
1666, 14314.7826
2301, 14314.9467
0, 14315.0694
2660, 14602.4449
0, 14602.5677
2651, 15234.4575
0, 15234.5805
2300, 15236.4237
0, 15236.5465
2810, 15448.4327
0, 15448.5555
888, 15452.4467
0, 15452.5695
2600, 15554.4372
0, 15554.5599
2001, 15556.4442
777, 15556.6080
0, 15556.7310
2727, 16156.5492
1667, 16156.6720
2998, 16156.8358
3999, 16156.9588
4001, 16157.1226
0, 16157.2864
4052, 16158.4332
4060, 16158.5562
4108, 16158.7200
4152, 16158.8428
4201, 16159.0068
0, 16159.1296
4258, 16160.4402
4300, 16160.5632
4350, 16160.7270
4400, 16160.8498
5270, 16161.0138
0, 16161.1366
5815, 16162.4475
3800, 16162.5702
4650, 16162.7340
4663, 16162.8571
4673, 16163.0208
0, 16163.1436
4700, 16164.4545
4800, 16164.5772
4901, 16164.7410
6000, 16164.8641
3007, 16164.9868
0, 16165.1099
3200, 16166.4205
5000, 16166.5432
11000, 16166.7073
3100, 16166.8301
3600, 16166.9939
0, 16167.1169
3100, 16168.4275
3030, 16168.5913
4500, 16168.7143
4000, 16168.8371
4500, 16169.0009
0, 16169.1239
4000, 16170.4345
4690, 16170.5985
4790, 16170.7213
2999, 16170.8851
0, 16171.0081
1666, 16198.8199
2301, 16198.9427
0, 16199.0657
2660, 16472.4326
0, 16472.5556
2651, 17158.4308
0, 17158.5536
2300, 17160.4378
0, 17160.5606
2810, 17362.4525
0, 17362.5343
888, 17506.4268
0, 17506.5498
2600, 17608.4173
0, 17608.5401
2001, 17610.4653
777, 17610.6291
0, 17610.7521
2727, 18210.5293
1667, 18210.6521
2998, 18210.8159
3999, 18210.9389
4001, 18211.1027
0, 18211.3075
4052, 18212.4135
4060, 18212.5773
4108, 18212.7001
4152, 18212.8639
4201, 18212.9869
0, 18213.1097
4258, 18214.4206
4300, 18214.5844
4350, 18214.7071
4400, 18214.8709
5180, 18214.9940
0, 18215.1167
5725, 18216.4276
3800, 18216.5914
4650, 18216.7141
4663, 18216.8782
4673, 18217.0010
0, 18217.1237
4700, 18218.4346
4800, 18218.5574
4901, 18218.7214
6000, 18218.8442
3007, 18219.0080
0, 18219.1310
3200, 18220.4416
5000, 18220.5644
11000, 18220.7284
3100, 18220.8512
3600, 18221.0150
0, 18221.0970
3100, 18222.4486
3030, 18222.5716
4500, 18222.7354
4000, 18222.8582
4500, 18222.9812
0, 18223.1040
4000, 18224.4148
4690, 18224.5786
4790, 18224.7014
2999, 18224.8652
0, 18224.9882
1666, 18252.8000
2301, 18252.9228
2660, 18253.0868
0, 18253.2096
2651, 18844.4262
0, 18844.5492
2300, 18846.4332
0, 18846.5562
2810, 19068.4364
0, 19068.5594
888, 19070.4026
0, 19070.5254
2600, 19172.4339
0, 19172.5569
2001, 19174.4819
777, 19174.6049
0, 19174.7277
2727, 19774.5459
1667, 19774.6687
2998, 19774.8327
3999, 19774.9555
4001, 19775.1193
0, 19775.2831
4052, 19776.4301
4060, 19776.5529
4108, 19776.7167
4152, 19776.8397
4201, 19777.0035
0, 19777.1263
4258, 19778.4371
4300, 19778.5599
4350, 19778.7240
4400, 19778.8467
5225, 19779.0105
0, 19779.1336
5770, 19780.4441
3800, 19780.5669
4650, 19780.7310
4663, 19780.8537
4673, 19780.9765
0, 19781.0996
4700, 19782.4101
4800, 19782.5742
4901, 19782.6970
6000, 19782.8608
3007, 19783.0245
0, 19783.1476
3200, 19784.4174
5000, 19784.5812
11000, 19784.7040
3100, 19784.8678
3600, 19784.9908
0, 19785.1136
3100, 19786.4244
3030, 19786.5882
4500, 19786.7110
4000, 19786.8748
4500, 19786.9978
0, 19787.1206
4000, 19788.3904
4690, 19788.5542
4790, 19788.6772
2999, 19788.8410
0, 19788.9638
1666, 19816.7758
2301, 19816.9396
0, 19817.0624
2660, 20194.4268
0, 20194.5498
2651, 20942.4384
0, 20942.5614
2300, 20944.4044
0, 20944.5274
2810, 21166.4076
0, 21166.5306
888, 21168.4148
0, 21168.5376
2600, 21270.4461
0, 21270.5688
2001, 21272.4531
777, 21272.6169
0, 21272.7399
2727, 21872.5171
1667, 21872.6809
